Tiempo,Valor
0.08506400000000047,25
0.08545600000000048,27
0.08584800000000048,29
0.08624000000000048,31
0.08663200000000049,33
0.08702400000000049,35
0.0874160000000005,37
0.0878080000000005,39
0.0882000000000005,42
0.0885920000000005,44
0.08898400000000051,46
0.08937600000000051,49
0.08976800000000051,51
0.09016000000000052,54
0.09055200000000052,56
0.09094400000000052,59
0.09133600000000053,62
0.09172800000000053,64
0.09212000000000053,67
0.09251200000000054,70
0.09290400000000054,73
0.09329600000000055,76
0.09368800000000055,79
0.09408000000000055,81
0.09447200000000056,84
0.09486400000000056,87
0.09525600000000056,90
0.09564800000000057,93
0.09604000000000057,96
0.09643200000000057,99
0.09682400000000058,103
0.09721600000000058,106
0.09760800000000058,109
0.09800000000000059,112
0.09839200000000059,115
0.0987840000000006,118
0.0991760000000006,121
0.0995680000000006,124
0.0999600000000006,128
0.10035200000000061,131
0.10074400000000061,134
0.10113600000000061,137
0.10152800000000062,140
0.10192000000000062,143
0.10231200000000062,146
0.10270400000000063,149
0.10309600000000063,152
0.10348800000000064,156
0.10388000000000064,159
0.10427200000000064,162
0.10466400000000065,165
0.10505600000000065,168
0.10544800000000065,171
0.10584000000000066,174
0.10623200000000066,176
0.10662400000000066,179
0.10701600000000067,182
0.10740800000000067,185
0.10780000000000067,188
0.10819200000000068,191
0.10858400000000068,193
0.10897600000000068,196
0.10936800000000069,199
0.10976000000000069,201
0.1101520000000007,204
0.1105440000000007,206
0.1109360000000007,209
0.1113280000000007,211
0.11172000000000071,213
0.11211200000000071,216
0.11250400000000071,218
0.11289600000000072,220
0.11328800000000072,222
0.11368000000000072,224
0.11407200000000073,226
0.11446400000000073,228
0.11485600000000074,230
0.11524800000000074,232
0.11564000000000074,234
0.11603200000000075,235
0.11642400000000075,237
0.11681600000000075,239
0.11720800000000076,240
0.11760000000000076,242
0.11799200000000076,243
0.11838400000000077,244
0.11877600000000077,246
0.11916800000000077,247
0.11956000000000078,248
0.11995200000000078,249
0.12034400000000078,250
0.12073600000000079,251
0.12112800000000079,251
0.1215200000000008,252
0.1219120000000008,253
0.1223040000000008,253
0.1226960000000008,254
0.12308800000000081,254
0.12348000000000081,254
0.12387200000000081,255
0.12426400000000082,255
0.12465600000000082,255
0.12504800000000083,255
0.12544000000000083,255
0.12583200000000083,255
0.12622400000000084,255
0.12661600000000084,254
0.12700800000000084,254
0.12740000000000085,253
0.12779200000000085,253
0.12818400000000085,252
0.12857600000000086,252
0.12896800000000086,251
0.12936000000000086,250
0.12975200000000087,249
0.13014400000000087,248
0.13053600000000087,247
0.13092800000000088,246
0.13132000000000088,245
0.13171200000000088,244
0.1321040000000009,242
0.1324960000000009,241
0.1328880000000009,239
0.1332800000000009,238
0.1336720000000009,236
0.1340640000000009,235
0.1344560000000009,233
0.1348480000000009,231
0.13524000000000092,229
0.13563200000000092,227
0.13602400000000092,225
0.13641600000000093,223
0.13680800000000093,221
0.13720000000000093,219
0.13759200000000094,217
0.13798400000000094,215
0.13837600000000094,212
0.13876800000000095,210
0.13916000000000095,207
0.13955200000000095,205
0.13994400000000096,202
0.14033600000000096,200
0.14072800000000096,197
0.14112000000000097,195
0.14151200000000097,192
0.14190400000000097,189
0.14229600000000098,186
0.14268800000000098,184
0.14308000000000098,181
0.143472000000001,178
0.143864000000001,175
0.144256000000001,172
0.144648000000001,169
0.145040000000001,166
0.145432000000001,163
0.145824000000001,160
0.146216000000001,157
0.14660800000000102,154
0.14700000000000102,151
0.14739200000000102,148
0.14778400000000103,145
0.14817600000000103,142
0.14856800000000103,138
0.14896000000000104,135
0.14935200000000104,132
0.14974400000000104,129
0.15013600000000105,126
0.15052800000000105,123
0.15092000000000105,120
0.15131200000000106,117
0.15170400000000106,113
0.15209600000000106,110
0.15248800000000107,107
0.15288000000000107,104
0.15327200000000107,101
0.15366400000000108,98
0.15405600000000108,95
0.15444800000000108,92
0.1548400000000011,89
0.1552320000000011,86
0.1556240000000011,83
0.1560160000000011,80
0.1564080000000011,77
0.1568000000000011,74
0.1571920000000011,71
0.1575840000000011,69
0.15797600000000112,66
0.15836800000000112,63
0.15876000000000112,60
0.15915200000000113,58
0.15954400000000113,55
0.15993600000000113,53
0.16032800000000114,50
0.16072000000000114,48
0.16111200000000114,45
0.16150400000000115,43
0.16189600000000115,40
0.16228800000000115,38
0.16268000000000116,36
0.16307200000000116,34
0.16346400000000116,32
0.16385600000000117,30
0.16424800000000117,28
0.16464000000000117,26
0.16503200000000118,24
0.16542400000000118,22
0.16581600000000118,20
0.1662080000000012,19
0.1666000000000012,17
0.1669920000000012,16
0.1673840000000012,14
0.1677760000000012,13
0.1681680000000012,11
0.1685600000000012,10
0.1689520000000012,9
0.16934400000000122,8
0.16973600000000122,7
0.17012800000000122,6
0.17052000000000123,5
0.17091200000000123,4
0.17130400000000123,3
0.17169600000000124,3
0.17208800000000124,2
0.17248000000000124,2
0.17287200000000125,1
0.17326400000000125,1
0.17365600000000125,0
0.17404800000000126,0
0.17444000000000126,0
0.17483200000000126,0
0.17522400000000127,0
0.17561600000000127,0
0.17600800000000127,0
0.17640000000000128,1
0.17679200000000128,1
0.17718400000000128,1
0.1775760000000013,2
0.1779680000000013,2
0.1783600000000013,3
0.1787520000000013,4
0.1791440000000013,4
0.1795360000000013,5
0.1799280000000013,6
0.1803200000000013,7
0.18071200000000132,8
0.18110400000000132,9
0.18149600000000132,11
0.18188800000000133,12
0.18228000000000133,13
0.18267200000000133,15
0.18306400000000134,16
0.18345600000000134,18
0.18384800000000134,20
0.18424000000000135,21
0.18463200000000135,23
0.18502400000000135,25
0.18541600000000136,27
0.18580800000000136,29
0.18620000000000136,31
0.18659200000000137,33
0.18698400000000137,35
0.18737600000000137,37
0.18776800000000138,39
0.18816000000000138,42
0.18855200000000139,44
0.1889440000000014,46
0.1893360000000014,49
0.1897280000000014,51
0.1901200000000014,54
0.1905120000000014,56
0.1909040000000014,59
0.1912960000000014,62
0.1916880000000014,64
0.19208000000000142,67
0.19247200000000142,70
0.19286400000000142,73
0.19325600000000143,76
0.19364800000000143,79
0.19404000000000143,81
0.19443200000000144,84
0.19482400000000144,87
0.19521600000000144,90
0.19560800000000145,93
0.19600000000000145,96
0.19639200000000145,99
0.19678400000000146,103
0.19717600000000146,106
0.19756800000000146,109
0.19796000000000147,112
0.19835200000000147,115
0.19874400000000148,118
0.19913600000000148,121
0.19952800000000148,124
0.19992000000000149,128
0.2003120000000015,131
0.2007040000000015,134
0.2010960000000015,137
0.2014880000000015,140
0.2018800000000015,143
0.2022720000000015,146
0.2026640000000015,149
0.2030560000000015,152
0.20344800000000152,156
0.20384000000000152,159
0.20423200000000152,162
0.20462400000000153,165
0.20501600000000153,168
0.20540800000000153,171
0.20580000000000154,174
0.20619200000000154,176
0.20658400000000154,179
0.20697600000000155,182
0.20736800000000155,185
0.20776000000000155,188
0.20815200000000156,191
0.20854400000000156,193
0.20893600000000156,196
0.20932800000000157,199
0.20972000000000157,201
0.21011200000000158,204
0.21050400000000158,206
0.21089600000000158,209
0.21128800000000159,211
0.2116800000000016,213
0.2120720000000016,216
0.2124640000000016,218
0.2128560000000016,220
0.2132480000000016,222
0.2136400000000016,224
0.2140320000000016,226
0.2144240000000016,228
0.21481600000000162,230
0.21520800000000162,232
0.21560000000000162,234
0.21599200000000163,235
0.21638400000000163,237
0.21677600000000163,239
0.21716800000000164,240
0.21756000000000164,242
0.21795200000000164,243
0.21834400000000165,244
0.21873600000000165,246
0.21912800000000165,247
0.21952000000000166,248
0.21991200000000166,249
0.22030400000000167,250
0.22069600000000167,251
0.22108800000000167,251
0.22148000000000168,252
0.22187200000000168,253
0.22226400000000168,253
0.22265600000000169,254
0.2230480000000017,254
0.2234400000000017,254
0.2238320000000017,255
0.2242240000000017,255
0.2246160000000017,255
0.2250080000000017,255
0.2254000000000017,255
0.2257920000000017,255
0.22618400000000172,255
0.22657600000000172,254
0.22696800000000172,254
0.22736000000000173,253
0.22775200000000173,253
0.22814400000000173,252
0.22853600000000174,252
0.22892800000000174,251
0.22932000000000174,250
0.22971200000000175,249
0.23010400000000175,248
0.23049600000000176,247
0.23088800000000176,246
0.23128000000000176,245
0.23167200000000177,244
0.23206400000000177,242
0.23245600000000177,241
0.23284800000000178,239
0.23324000000000178,238
0.23363200000000178,236
0.2340240000000018,235
0.2344160000000018,233
0.2348080000000018,231
0.2352000000000018,229
0.2355920000000018,227
0.2359840000000018,225
0.2363760000000018,223
0.2367680000000018,221
0.2371600000000018,219
0.23755200000000182,217
0.23794400000000182,215
0.23833600000000182,212
0.23872800000000183,210
0.23912000000000183,207
0.23951200000000183,205
0.23990400000000184,202
0.24029600000000184,200
0.24068800000000184,197
0.24108000000000185,195
0.24147200000000185,192
0.24186400000000186,189
0.24225600000000186,186
0.24264800000000186,184
0.24304000000000187,181
0.24343200000000187,178
0.24382400000000187,175
0.24421600000000188,172
0.24460800000000188,169
0.24500000000000188,166
0.2453920000000019,163
0.2457840000000019,160
0.2461760000000019,157
0.2465680000000019,154
0.2469600000000019,151
0.2473520000000019,148
0.2477440000000019,145
0.2481360000000019,142
0.24852800000000191,138
0.24892000000000192,135
0.24931200000000192,132
0.24970400000000192,129
0.25009600000000193,126
0.25048800000000193,123
0.25088000000000193,120
0.25127200000000194,117
0.25166400000000194,113
0.25205600000000195,110
0.25244800000000195,107
0.25284000000000195,104
0.25323200000000196,101
0.25362400000000196,98
0.25401600000000196,95
0.25440800000000197,92
0.25480000000000197,89
0.255192000000002,86
0.255584000000002,83
0.255976000000002,80
0.256368000000002,77
0.256760000000002,74
0.257152000000002,71
0.257544000000002,69
0.257936000000002,66
0.258328000000002,63
0.258720000000002,60
0.259112000000002,58
0.259504000000002,55
0.259896000000002,53
0.260288000000002,50
0.260680000000002,48
0.261072000000002,45
0.26146400000000203,43
0.26185600000000203,40
0.26224800000000204,38
0.26264000000000204,36
0.26303200000000204,34
0.26342400000000205,32
0.26381600000000205,30
0.26420800000000205,28
0.26460000000000206,26
0.26499200000000206,24
0.26538400000000206,22
0.26577600000000207,20
0.26616800000000207,19
0.2665600000000021,17
0.2669520000000021,16
0.2673440000000021,14
0.2677360000000021,13
0.2681280000000021,11
0.2685200000000021,10
0.2689120000000021,9
0.2693040000000021,8
0.2696960000000021,7
0.2700880000000021,6
0.2704800000000021,5
0.2708720000000021,4
0.2712640000000021,3
0.2716560000000021,3
0.2720480000000021,2
0.2724400000000021,2
0.27283200000000213,1
0.27322400000000213,1
0.27361600000000214,0
0.27400800000000214,0
0.27440000000000214,0
0.27479200000000215,0
0.27518400000000215,0
0.27557600000000215,0
0.27596800000000216,0
0.27636000000000216,1
0.27675200000000216,1
0.27714400000000217,1
0.27753600000000217,2
0.2779280000000022,2
0.2783200000000022,3
0.2787120000000022,4
0.2791040000000022,4
0.2794960000000022,5
0.2798880000000022,6
0.2802800000000022,7
0.2806720000000022,8
0.2810640000000022,9
0.2814560000000022,11
0.2818480000000022,12
0.2822400000000022,13
0.2826320000000022,15
0.2830240000000022,16
0.2834160000000022,18
0.2838080000000022,20
0.28420000000000223,21
0.28459200000000223,23
0.28498400000000224,25
0.28537600000000224,27
0.28576800000000224,29
0.28616000000000225,31
0.28655200000000225,33
0.28694400000000225,35
0.28733600000000226,37
0.28772800000000226,39
0.28812000000000226,42
0.28851200000000227,44
0.28890400000000227,46
0.2892960000000023,49
0.2896880000000023,51
0.2900800000000023,54
0.2904720000000023,56
0.2908640000000023,59
0.2912560000000023,62
0.2916480000000023,64
0.2920400000000023,67
0.2924320000000023,70
0.2928240000000023,73
0.2932160000000023,76
0.2936080000000023,79
0.2940000000000023,81
0.2943920000000023,84
0.2947840000000023,87
0.2951760000000023,90
0.29556800000000233,93
0.29596000000000233,96
0.29635200000000234,99
0.29674400000000234,103
0.29713600000000234,106
0.29752800000000235,109
0.29792000000000235,112
0.29831200000000235,115
0.29870400000000236,118
0.29909600000000236,121
0.29948800000000236,124
0.29988000000000237,128
0.30027200000000237,131
0.3006640000000024,134
0.3010560000000024,137
0.3014480000000024,140
0.3018400000000024,143
0.3022320000000024,146
0.3026240000000024,149
0.3030160000000024,152
0.3034080000000024,156
0.3038000000000024,159
0.3041920000000024,162
0.3045840000000024,165
0.3049760000000024,168
0.3053680000000024,171
0.3057600000000024,174
0.3061520000000024,176
0.3065440000000024,179
0.30693600000000243,182
0.30732800000000243,185
0.30772000000000244,188
0.30811200000000244,191
0.30850400000000244,193
0.30889600000000245,196
0.30928800000000245,199
0.30968000000000245,201
0.31007200000000246,204
0.31046400000000246,206
0.31085600000000246,209
0.31124800000000247,211
0.31164000000000247,213
0.3120320000000025,216
0.3124240000000025,218
0.3128160000000025,220
0.3132080000000025,222
0.3136000000000025,224
0.3139920000000025,226
0.3143840000000025,228
0.3147760000000025,230
0.3151680000000025,232
0.3155600000000025,234
0.3159520000000025,235
0.3163440000000025,237
0.3167360000000025,239
0.3171280000000025,240
0.3175200000000025,242
0.3179120000000025,243
0.31830400000000253,244
0.31869600000000253,246
0.31908800000000254,247
0.31948000000000254,248
0.31987200000000254,249
0.32026400000000255,250
0.32065600000000255,251
0.32104800000000255,251
0.32144000000000256,252
0.32183200000000256,253
0.32222400000000256,253
0.32261600000000257,254
0.32300800000000257,254
0.3234000000000026,254
0.3237920000000026,255
0.3241840000000026,255
0.3245760000000026,255
0.3249680000000026,255
0.3253600000000026,255
0.3257520000000026,255
0.3261440000000026,255
0.3265360000000026,254
0.3269280000000026,254
0.3273200000000026,253
0.3277120000000026,253
0.3281040000000026,252
0.3284960000000026,252
0.3288880000000026,251
0.3292800000000026,250
0.32967200000000263,249
0.33006400000000263,248
0.33045600000000264,247
0.33084800000000264,246
0.33124000000000264,245
0.33163200000000265,244
0.33202400000000265,242
0.33241600000000265,241
0.33280800000000266,239
0.33320000000000266,238
0.33359200000000266,236
0.33398400000000267,235
0.33437600000000267,233
0.3347680000000027,231
0.3351600000000027,229
0.3355520000000027,227
0.3359440000000027,225
0.3363360000000027,223
0.3367280000000027,221
0.3371200000000027,219
0.3375120000000027,217
0.3379040000000027,215
0.3382960000000027,212
0.3386880000000027,210
0.3390800000000027,207
0.3394720000000027,205
0.3398640000000027,202
0.3402560000000027,200
0.3406480000000027,197
0.34104000000000273,195
0.34143200000000273,192
0.34182400000000274,189
0.34221600000000274,186
0.34260800000000274,184
0.34300000000000275,181
0.34339200000000275,178
0.34378400000000275,175
0.34417600000000276,172
0.34456800000000276,169
0.34496000000000276,166
0.34535200000000277,163
0.34574400000000277,160
0.3461360000000028,157
0.3465280000000028,154
0.3469200000000028,151
0.3473120000000028,148
0.3477040000000028,145
0.3480960000000028,142
0.3484880000000028,138
0.3488800000000028,135
0.3492720000000028,132
0.3496640000000028,129
0.3500560000000028,126
0.3504480000000028,123
0.3508400000000028,120
0.3512320000000028,117
0.3516240000000028,113
0.3520160000000028,110
0.35240800000000283,107
0.35280000000000283,104
0.35319200000000284,101
0.35358400000000284,98
0.35397600000000284,95
0.35436800000000285,92
0.35476000000000285,89
0.35515200000000285,86
0.35554400000000286,83
0.35593600000000286,80
0.35632800000000286,77
0.35672000000000287,74
0.35711200000000287,71
0.3575040000000029,69
0.3578960000000029,66
0.3582880000000029,63
0.3586800000000029,60
0.3590720000000029,58
0.3594640000000029,55
0.3598560000000029,53
0.3602480000000029,50
0.3606400000000029,48
0.3610320000000029,45
0.3614240000000029,43
0.3618160000000029,40
0.3622080000000029,38
0.3626000000000029,36
0.3629920000000029,34
0.3633840000000029,32
0.36377600000000293,30
0.36416800000000293,28
0.36456000000000294,26
0.36495200000000294,24
0.36534400000000294,22
0.36573600000000295,20
0.36612800000000295,19
0.36652000000000295,17
0.36691200000000296,16
0.36730400000000296,14
0.36769600000000296,13
0.36808800000000297,11
0.36848000000000297,10
0.368872000000003,9
0.369264000000003,8
0.369656000000003,7
0.370048000000003,6
0.370440000000003,5
0.370832000000003,4
0.371224000000003,3
0.371616000000003,3
0.372008000000003,2
0.372400000000003,2
0.372792000000003,1
0.373184000000003,1
0.373576000000003,0
0.373968000000003,0
0.374360000000003,0
0.374752000000003,0
0.37514400000000303,0
0.37553600000000303,0
0.37592800000000304,0
0.37632000000000304,1
0.37671200000000304,1
0.37710400000000305,1
0.37749600000000305,2
0.37788800000000305,2
0.37828000000000306,3
0.37867200000000306,4
0.37906400000000307,4
0.37945600000000307,5
0.37984800000000307,6
0.3802400000000031,7
0.3806320000000031,8
0.3810240000000031,9
0.3814160000000031,11
0.3818080000000031,12
0.3822000000000031,13
0.3825920000000031,15
0.3829840000000031,16
0.3833760000000031,18
0.3837680000000031,20
0.3841600000000031,21
0.3845520000000031,23
0.3849440000000031,25
0.3853360000000031,27
0.3857280000000031,29
0.3861200000000031,31
0.38651200000000313,33
0.38690400000000313,35
0.38729600000000314,37
0.38768800000000314,39
0.38808000000000314,42
0.38847200000000315,44
0.38886400000000315,46
0.38925600000000316,49
0.38964800000000316,51
0.39004000000000316,54
0.39043200000000317,56
0.39082400000000317,59
0.3912160000000032,62
0.3916080000000032,64
0.3920000000000032,67
0.3923920000000032,70
0.3927840000000032,73
0.3931760000000032,76
0.3935680000000032,79
0.3939600000000032,81
0.3943520000000032,84
0.3947440000000032,87
0.3951360000000032,90
0.3955280000000032,93
0.3959200000000032,96
0.3963120000000032,99
0.3967040000000032,103
0.3970960000000032,106
0.3974880000000032,109
0.39788000000000323,112
0.39827200000000323,115
0.39866400000000324,118
0.39905600000000324,121
0.39944800000000324,124
0.39984000000000325,128
0.40023200000000325,131
0.40062400000000326,134
0.40101600000000326,137
0.40140800000000326,140
0.40180000000000327,143
0.40219200000000327,146
0.4025840000000033,149
0.4029760000000033,152
0.4033680000000033,156
0.4037600000000033,159
0.4041520000000033,162
0.4045440000000033,165
0.4049360000000033,168
0.4053280000000033,171
0.4057200000000033,174
0.4061120000000033,176
0.4065040000000033,179
0.4068960000000033,182
0.4072880000000033,185
0.4076800000000033,188
0.4080720000000033,191
0.4084640000000033,193
0.40885600000000333,196
0.40924800000000333,199
0.40964000000000333,201
0.41003200000000334,204
0.41042400000000334,206
0.41081600000000335,209
0.41120800000000335,211
0.41160000000000335,213
0.41199200000000336,216
0.41238400000000336,218
0.41277600000000336,220
0.41316800000000337,222
0.41356000000000337,224
0.4139520000000034,226
0.4143440000000034,228
0.4147360000000034,230
0.4151280000000034,232
0.4155200000000034,234
0.4159120000000034,235
0.4163040000000034,237
0.4166960000000034,239
0.4170880000000034,240
0.4174800000000034,242
0.4178720000000034,243
0.4182640000000034,244
0.4186560000000034,246
0.4190480000000034,247
0.4194400000000034,248
0.4198320000000034,249
0.42022400000000343,250
0.42061600000000343,251
0.42100800000000344,251
0.42140000000000344,252
0.42179200000000344,253
0.42218400000000345,253
0.42257600000000345,254
0.42296800000000345,254
0.42336000000000346,254
0.42375200000000346,255
0.42414400000000346,255
0.42453600000000347,255
0.42492800000000347,255
0.4253200000000035,255
0.4257120000000035,255
0.4261040000000035,255
0.4264960000000035,254
0.4268880000000035,254
0.4272800000000035,253
0.4276720000000035,253
0.4280640000000035,252
0.4284560000000035,252
0.4288480000000035,251
0.4292400000000035,250
0.4296320000000035,249
0.4300240000000035,248
0.4304160000000035,247
0.4308080000000035,246
0.4312000000000035,245
0.43159200000000353,244
0.43198400000000353,242
0.43237600000000354,241
0.43276800000000354,239
0.43316000000000354,238
0.43355200000000355,236
0.43394400000000355,235
0.43433600000000355,233
0.43472800000000356,231
0.43512000000000356,229
0.43551200000000356,227
0.43590400000000357,225
0.43629600000000357,223
0.4366880000000036,221
0.4370800000000036,219
0.4374720000000036,217
0.4378640000000036,215
0.4382560000000036,212
0.4386480000000036,210
0.4390400000000036,207
0.4394320000000036,205
0.4398240000000036,202
0.4402160000000036,200
0.4406080000000036,197
0.4410000000000036,195
0.4413920000000036,192
0.4417840000000036,189
0.4421760000000036,186
0.4425680000000036,184
0.44296000000000363,181
0.44335200000000363,178
0.44374400000000364,175
0.44413600000000364,172
0.44452800000000364,169
0.44492000000000365,166
0.44531200000000365,163
0.44570400000000365,160
0.44609600000000366,157
0.44648800000000366,154
0.44688000000000366,151
0.44727200000000367,148
0.44766400000000367,145
0.4480560000000037,142
0.4484480000000037,138
0.4488400000000037,135
0.4492320000000037,132
0.4496240000000037,129
0.4500160000000037,126
0.4504080000000037,123
0.4508000000000037,120
0.4511920000000037,117
0.4515840000000037,113
0.4519760000000037,110
0.4523680000000037,107
0.4527600000000037,104
0.4531520000000037,101
0.4535440000000037,98
0.4539360000000037,95
0.45432800000000373,92
0.45472000000000373,89
0.45511200000000374,86
0.45550400000000374,83
0.45589600000000374,80
0.45628800000000375,77
0.45668000000000375,74
0.45707200000000375,71
0.45746400000000376,69
0.45785600000000376,66
0.45824800000000376,63
0.45864000000000377,60
0.45903200000000377,58
0.4594240000000038,55
0.4598160000000038,53
0.4602080000000038,50
0.4606000000000038,48
0.4609920000000038,45
0.4613840000000038,43
0.4617760000000038,40
0.4621680000000038,38
0.4625600000000038,36
0.4629520000000038,34
0.4633440000000038,32
0.4637360000000038,30
0.4641280000000038,28
0.4645200000000038,26
0.4649120000000038,24
0.4653040000000038,22
0.46569600000000383,20
0.46608800000000383,19
0.46648000000000384,17
0.46687200000000384,16
0.46726400000000384,14
0.46765600000000385,13
0.46804800000000385,11
0.46844000000000385,10
0.46883200000000386,9
0.46922400000000386,8
0.46961600000000386,7
0.47000800000000387,6
0.47040000000000387,5
0.4707920000000039,4
0.4711840000000039,3
0.4715760000000039,3
0.4719680000000039,2
0.4723600000000039,2
0.4727520000000039,1
0.4731440000000039,1
0.4735360000000039,0
0.4739280000000039,0
0.4743200000000039,0
0.4747120000000039,0
0.4751040000000039,0
0.4754960000000039,0
0.4758880000000039,0
0.4762800000000039,1
0.4766720000000039,1
0.47706400000000393,1
0.47745600000000393,2
0.47784800000000394,2
0.47824000000000394,3
0.47863200000000394,4
0.47902400000000395,4
0.47941600000000395,5
0.47980800000000395,6
0.48020000000000396,7
0.48059200000000396,8
0.48098400000000396,9
0.48137600000000397,11
0.48176800000000397,12
0.482160000000004,13
0.482552000000004,15
0.482944000000004,16
0.483336000000004,18
0.483728000000004,20
0.484120000000004,21
0.484512000000004,23
0.484904000000004,25
0.485296000000004,27
0.485688000000004,29
0.486080000000004,31
0.486472000000004,33
0.486864000000004,35
0.487256000000004,37
0.487648000000004,39
0.488040000000004,42
0.48843200000000403,44
0.48882400000000403,46
0.48921600000000404,49
0.48960800000000404,51
0.49000000000000404,54
0.49039200000000405,56
0.49078400000000405,59
0.49117600000000405,62
0.49156800000000406,64
0.49196000000000406,67
0.49235200000000406,70
0.49274400000000407,73
0.49313600000000407,76
0.4935280000000041,79
0.4939200000000041,81
0.4943120000000041,84
0.4947040000000041,87
0.4950960000000041,90
0.4954880000000041,93
0.4958800000000041,96
0.4962720000000041,99
0.4966640000000041,103
0.4970560000000041,106
0.4974480000000041,109
0.4978400000000041,112
0.4982320000000041,115
0.4986240000000041,118
0.4990160000000041,121
0.4994080000000041,124
0.49980000000000413,128
0.5001920000000041,131
0.500584000000004,134
0.500976000000004,137
0.5013680000000039,140
0.5017600000000039,143
0.5021520000000038,146
0.5025440000000038,149
0.5029360000000037,152
0.5033280000000037,156
0.5037200000000036,159
0.5041120000000036,162
0.5045040000000035,165
0.5048960000000035,168
0.5052880000000034,171
0.5056800000000033,174
0.5060720000000033,176
0.5064640000000032,179
0.5068560000000032,182
0.5072480000000031,185
0.5076400000000031,188
0.508032000000003,191
0.508424000000003,193
0.5088160000000029,196
0.5092080000000029,199
0.5096000000000028,201
0.5099920000000028,204
0.5103840000000027,206
0.5107760000000027,209
0.5111680000000026,211
0.5115600000000026,213
