Var1,val_fft
-5,0.0125631030140121
-4.99607843137255,0.0125631125511549
-4.9921568627451,0.0125631411626588
-4.98823529411765,0.0125631888487548
-4.9843137254902,0.0125632556097633
-4.98039215686275,0.0125633414462785
-4.97647058823529,0.0125634463588151
-4.97254901960784,0.0125635703482675
-4.96862745098039,0.0125637134155716
-4.96470588235294,0.0125638755618019
-4.96078431372549,0.0125640567882626
-4.95686274509804,0.0125642570961032
-4.95294117647059,0.0125644764870512
-4.94901960784314,0.0125647149627389
-4.94509803921569,0.0125649725249547
-4.94117647058824,0.0125652491756688
-4.93725490196078,0.0125655449169444
-4.93333333333333,0.0125658597510666
-4.92941176470588,0.012566193680417
-4.92549019607843,0.0125665467075368
-4.92156862745098,0.0125669188350815
-4.91764705882353,0.0125673100659292
-4.91372549019608,0.0125677204029908
-4.90980392156863,0.0125681498494667
-4.90588235294118,0.0125685984085055
-4.90196078431372,0.0125690660836697
-4.89803921568627,0.0125695528783349
-4.89411764705882,0.012570058796338
-4.89019607843137,0.0125705838414671
-4.88627450980392,0.0125711280177388
-4.88235294117647,0.012571691329284
-4.87843137254902,0.0125722737803875
-4.87450980392157,0.0125728753754591
-4.87058823529412,0.0125734961191025
-4.86666666666667,0.0125741360160403
-4.86274509803922,0.0125747950711175
-4.85882352941177,0.0125754732893575
-4.85490196078431,0.0125761706759299
-4.85098039215686,0.0125768872361645
-4.84705882352941,0.0125776229754746
-4.84313725490196,0.0125783778994776
-4.83921568627451,0.0125791520139256
-4.83529411764706,0.0125799453247193
-4.83137254901961,0.0125807578378977
-4.82745098039216,0.0125815895596471
-4.82352941176471,0.0125824404962882
-4.81960784313725,0.0125833106543635
-4.8156862745098,0.0125842000404081
-4.81176470588235,0.0125851086613276
-4.8078431372549,0.0125860365238891
-4.80392156862745,0.0125869836354312
-4.8,0.0125879500027673
-4.79607843137255,0.0125889356340101
-4.7921568627451,0.0125899405350632
-4.78823529411765,0.0125909647154052
-4.7843137254902,0.0125920081826073
-4.78039215686274,0.0125930709436186
-4.77647058823529,0.0125941530074769
-4.77254901960784,0.0125952543817761
-4.76862745098039,0.0125963750754943
-4.76470588235294,0.012597515096772
-4.76078431372549,0.0125986744545909
-4.75686274509804,0.0125998531576546
-4.75294117647059,0.0126010512151231
-4.74901960784314,0.0126022686359987
-4.74509803921569,0.0126035054297173
-4.74117647058824,0.0126047616056881
-4.73725490196078,0.0126060371735167
-4.73333333333333,0.0126073321430098
-4.72941176470588,0.0126086465239963
-4.72549019607843,0.0126099803267261
-4.72156862745098,0.0126113335611222
-4.71764705882353,0.0126127062381706
-4.71372549019608,0.0126140983668801
-4.70980392156863,0.0126155099595739
-4.70588235294118,0.0126169410270166
-4.70196078431373,0.0126183915790812
-4.69803921568627,0.0126198616278443
-4.69411764705882,0.0126213511838411
-4.69019607843137,0.0126228602592154
-4.68627450980392,0.0126243888649792
-4.68235294117647,0.0126259370132793
-4.67843137254902,0.0126275047157219
-4.67450980392157,0.0126290919846099
-4.67058823529412,0.0126306988318861
-4.66666666666667,0.0126323252701688
-4.66274509803922,0.0126339713117599
-4.65882352941177,0.0126356369694858
-4.65490196078431,0.012637322256018
-4.65098039215686,0.0126390271844639
-4.64705882352941,0.0126407517678605
-4.64313725490196,0.0126424960195917
-4.63921568627451,0.012644259952963
-4.63529411764706,0.0126460435817449
-4.63137254901961,0.0126478469195714
-4.62745098039216,0.0126496699803673
-4.62352941176471,0.0126515127782392
-4.61960784313726,0.0126533753274323
-4.6156862745098,0.0126552576422684
-4.61176470588235,0.0126571597373394
-4.6078431372549,0.0126590816273368
-4.60392156862745,0.0126610233270783
-4.6,0.0126629848516265
-4.59607843137255,0.0126649662161845
-4.5921568627451,0.0126669674360065
-4.58823529411765,0.0126689885266753
-4.5843137254902,0.0126710295037979
-4.58039215686274,0.0126730903831995
-4.57647058823529,0.0126751711808582
-4.57254901960784,0.0126772719129037
-4.56862745098039,0.0126793925956353
-4.56470588235294,0.0126815332455114
-4.56078431372549,0.0126836938791826
-4.55686274509804,0.0126858745133626
-4.55294117647059,0.012688075165099
-4.54901960784314,0.0126902958513542
-4.54509803921569,0.0126925365895603
-4.54117647058824,0.0126947973970543
-4.53725490196078,0.012697078291458
-4.53333333333333,0.0126993792905153
-4.52941176470588,0.012701700412211
-4.52549019607843,0.0127040416745207
-4.52156862745098,0.0127064030957966
-4.51764705882353,0.0127087846944414
-4.51372549019608,0.0127111864890443
-4.50980392156863,0.0127136084983237
-4.50588235294118,0.0127160507412472
-4.50196078431373,0.0127185132368645
-4.49803921568627,0.0127209960044574
-4.49411764705882,0.0127234990633785
-4.49019607843137,0.0127260224333432
-4.48627450980392,0.0127285661339823
-4.48235294117647,0.0127311301852452
-4.47843137254902,0.0127337146072626
-4.47450980392157,0.0127363194203143
-4.47058823529412,0.0127389446447948
-4.46666666666667,0.012741590301306
-4.46274509803922,0.0127442564106307
-4.45882352941176,0.0127469429937334
-4.45490196078431,0.0127496500717058
-4.45098039215686,0.0127523776658597
-4.44705882352941,0.012755125797619
-4.44313725490196,0.0127578944886579
-4.43921568627451,0.0127606837607388
-4.43529411764706,0.0127634936359054
-4.43137254901961,0.0127663241362434
-4.42745098039216,0.0127691752841539
-4.42352941176471,0.0127720471020562
-4.41960784313726,0.0127749396126949
-4.4156862745098,0.0127778528388934
-4.41176470588235,0.0127807868036802
-4.4078431372549,0.0127837415303126
-4.40392156862745,0.0127867170420449
-4.4,0.0127897133626087
-4.39607843137255,0.0127927305156185
-4.3921568627451,0.0127957685250766
-4.38823529411765,0.0127988274150135
-4.3843137254902,0.0128019072097465
-4.38039215686275,0.012805007933703
-4.37647058823529,0.012808129611552
-4.37254901960784,0.0128112722680711
-4.36862745098039,0.012814435928291
-4.36470588235294,0.0128176206173895
-4.36078431372549,0.0128208263607128
-4.35686274509804,0.0128240531838344
-4.35294117647059,0.012827301112472
-4.34901960784314,0.0128305701725072
-4.34509803921569,0.0128338603900887
-4.34117647058824,0.0128371717914607
-4.33725490196078,0.012840504403128
-4.33333333333333,0.012843858251657
-4.32941176470588,0.012847233364024
-4.32549019607843,0.012850629767121
-4.32156862745098,0.0128540474883006
-4.31764705882353,0.0128574865548227
-4.31372549019608,0.0128609469943932
-4.30980392156863,0.0128644288347165
-4.30588235294118,0.0128679321038542
-4.30196078431373,0.0128714568298319
-4.29803921568627,0.0128750030408797
-4.29411764705882,0.012878570766168
-4.29019607843137,0.0128821600338342
-4.28627450980392,0.0128857708729202
-4.28235294117647,0.0128894033126512
-4.27843137254902,0.0128930573822442
-4.27450980392157,0.0128967331113141
-4.27058823529412,0.0129004305294357
-4.26666666666667,0.0129041496666457
-4.26274509803922,0.0129078905529391
-4.25882352941176,0.0129116532186876
-4.25490196078431,0.0129154376942805
-4.25098039215686,0.012919244010525
-4.24705882352941,0.0129230721982118
-4.24313725490196,0.0129269222884894
-4.23921568627451,0.0129307943126164
-4.23529411764706,0.0129346883020624
-4.23137254901961,0.01293860428853
-4.22745098039216,0.0129425423039742
-4.22352941176471,0.0129465023803701
-4.21960784313726,0.0129504845498439
-4.2156862745098,0.0129544888455761
-4.21176470588235,0.0129585152996497
-4.2078431372549,0.0129625639450761
-4.20392156862745,0.0129666348150852
-4.2,0.0129707279429209
-4.19607843137255,0.0129748433621699
-4.1921568627451,0.0129789811064922
-4.18823529411765,0.0129831412099258
-4.1843137254902,0.0129873237065558
-4.18039215686275,0.0129915286307832
-4.17647058823529,0.0129957560171513
-4.17254901960784,0.013000005900491
